fips,year,month,day,cd_distance,cd_usercnt,sd_distance,sd_usercnt,cd_sd_weighted_mean_distance,cd_sd_usercnt
MI,2020,1,14,10.80609906,2179,25.9208493248,2814,19.3246064193,4993
MI,2020,1,15,12.41562186,1978,21.0619933555,1806,16.5422991647,3784
MI,2020,1,16,13.30961537,2600,29.7051506515,2456,21.2739022868,5056
MI,2020,1,17,15.58461159,2587,35.7460488506,2784,26.0350754391,5371
MI,2020,1,18,14.01929766,2506,19.8496025437,2516,16.9402548658,5022
MI,2020,1,19,14.64050099,2475,29.2952149682,2512,22.0222217666,4987
MI,2020,1,20,12.38560422,2582,24.2184804298,2606,18.3294121234,5188
MI,2020,1,21,10.03991214,2617,28.2502264006,2606,19.1258931783,5223
MI,2020,1,22,11.57575433,2678,29.1822836985,2693,20.4036045607,5371
MI,2020,1,23,14.85128798,2694,28.0536203669,2671,21.4241546725,5365
MI,2020,1,24,17.11310996,2492,28.9381046729,2675,23.2350106484,5167
MI,2020,1,25,13.6790549,2677,30.9712909441,2595,22.1906923307,5272
MI,2020,1,26,14.93865805,2690,27.1012082092,3021,21.3723936534,5711
MI,2020,1,27,13.51739306,2593,26.8176418865,2502,20.048741944,5095
MI,2020,1,28,13.60828874,2653,29.4971023152,2678,21.5899512338,5331
MI,2020,1,29,12.15563996,2672,29.5074110522,2642,20.7825460996,5314
MI,2020,1,30,14.11079167,2741,32.9832932783,2663,23.4108419629,5404
MI,2020,1,31,17.50573716,2564,29.7592154116,2855,23.9614818377,5419
MI,2020,2,1,15.13573454,2682,40.7976337053,2599,27.7650236766,5281
MI,2020,2,2,12.55109554,1862,28.5334595469,3090,22.5239357624,4952
MI,2020,2,3,21.56446378,1613,16.8641613588,1413,19.3696431187,3026
MI,2020,2,4,12.69973392,2518,20.5985238721,2283,16.4558133744,4801
MI,2020,2,5,13.47801054,2674,26.4799373695,2874,20.2133273583,5548
MI,2020,2,6,23.35095993,1271,24.3361508402,2559,24.0092115068,3830
MI,2020,2,7,9.229083083,1385,11.7814963119,949,10.2668894901,2334
MI,2020,2,8,15.35596575,2573,24.6225632563,2727,20.1238924292,5300
MI,2020,2,9,17.01623682,2365,27.9343629949,2551,22.6818470462,4916
MI,2020,2,10,12.279633,2425,27.9491791667,2400,20.0738114041,4825
MI,2020,2,11,9.969438062,2456,27.2235669538,2554,18.7652554651,5010
MI,2020,2,12,12.42577596,2500,26.1174552597,2291,18.9729763932,4791
MI,2020,2,13,16.11927385,2837,31.7429895042,2763,23.8279035558,5600
MI,2020,2,14,17.58751681,2678,28.9175149595,2841,23.4198278705,5519
MI,2020,2,15,17.75764971,2421,23.7352689487,2454,20.7666912714,4875
MI,2020,2,16,19.77023853,2473,31.0125262274,2383,25.2872013766,4856
MI,2020,2,17,15.94990906,2531,32.0629181218,2577,24.0789662942,5108
MI,2020,2,18,11.04385072,2680,30.4046052632,2584,20.5476861568,5264
MI,2020,2,19,14.94695603,2707,28.5114005093,2749,21.7813874584,5456
MI,2020,2,20,18.42235095,2650,31.4700360577,2496,24.7509599723,5146
MI,2020,2,21,16.84076078,2550,30.5354061407,2573,23.7188249051,5123
MI,2020,2,22,16.32965716,2480,25.6378937321,3143,21.5325359696,5623
MI,2020,2,23,21.6844119,2389,26.6053899269,2462,24.1819274436,4851
MI,2020,2,24,13.03782926,2612,34.0230377734,2515,23.3319192563,5127
MI,2020,2,25,13.95327229,2784,25.6433464426,2797,19.8119243962,5581
MI,2020,2,26,18.41110425,2726,25.5912481315,2676,21.967947091,5402
MI,2020,2,27,20.72358711,2693,32.3405998481,2634,26.4677604819,5327
MI,2020,2,28,17.81366596,2586,36.5236962118,2719,27.4032177517,5305
MI,2020,2,29,15.16806344,2396,32.2732859885,2605,24.07810238,5001
MI,2020,3,1,16.40156693,2323,27.1201826678,2354,21.7963972586,4677
MI,2020,3,2,17.1113004,2453,29.3949795417,2444,23.2418521301,4897
MI,2020,3,3,11.88805815,2544,29.9091700242,2482,20.7874611885,5026
MI,2020,3,4,16.81868188,2678,34.8603099017,2646,25.7852761222,5324
MI,2020,3,5,23.04647668,2651,32.91213263,2654,27.9820941901,5305
MI,2020,3,6,19.75371388,2531,33.2577491474,2639,26.6467794643,5170
MI,2020,3,7,20.90679107,2384,28.6648135061,2547,24.9140275625,4931
MI,2020,3,8,24.54766699,2456,32.4714879739,2453,28.5071562696,4909
MI,2020,3,9,14.32978606,2804,32.5864511041,2536,22.9999925304,5340
MI,2020,3,10,12.75861103,3146,29.7237957166,3035,21.0888707815,6181
MI,2020,3,11,12.52273607,3304,32.6616181029,3226,22.4718989242,6530
MI,2020,3,12,13.20071701,3236,30.3137897898,3330,21.8797502657,6566
MI,2020,3,13,14.2144495,2906,25.9494180754,3076,20.2486794127,5982
MI,2020,3,14,12.23199565,2786,23.7619422092,2734,17.9426612103,5520
MI,2020,3,15,12.32129593,2909,22.49912996,2747,17.2644554209,5656
MI,2020,3,16,9.193615599,3236,20.6466233766,3157,14.8493555574,6393
MI,2020,3,17,6.709645438,3328,18.489372513,3267,12.5450310868,6595
MI,2020,3,18,7.664748202,3277,19.0830519274,3139,13.2511034691,6416
MI,2020,3,19,7.638066233,3351,20.5027122347,3204,13.9261403428,6555
MI,2020,3,20,6.31310355,3148,18.5750589658,3307,12.5950999187,6455
MI,2020,3,21,6.125225667,2991,17.8696169631,2924,11.9309061657,5915
MI,2020,3,22,8.434341114,3096,14.9047292666,2918,11.573781192,6014
MI,2020,3,23,6.302689671,3242,15.856657416,3243,11.080410164,6485
MI,2020,3,24,6.120973323,3185,15.2651507293,3085,10.6201419512,6270
MI,2020,3,25,6.352910285,3223,16.278055203,3152,11.2602133096,6375
MI,2020,3,26,5.498248654,3386,15.6680492365,3209,10.4466777775,6595
MI,2020,3,27,6.23200371,3209,15.6479733817,3306,11.010084406,6515
MI,2020,3,28,4.772020172,3074,15.2655343264,3088,10.0306978268,6162
MI,2020,3,29,4.552062989,3049,16.7857161937,2995,10.6142389235,6044
MI,2020,3,30,5.523380609,3103,18.9308238826,2998,12.1117292296,6101
MI,2020,3,31,6.037777097,3239,14.7283543046,3020,10.2310257257,6259
MI,2020,4,1,5.108731638,3201,15.4464854071,3255,10.3208426229,6456
MI,2020,4,2,4.642706068,3045,18.6820956123,3054,11.672759465,6099
MI,2020,4,3,5.801552863,2930,16.0676847123,2937,10.9407431206,5867
MI,2020,4,4,4.952341726,2874,15.3522855158,2879,10.1568329777,5753
MI,2020,4,5,3.929353935,2848,12.6355052517,2761,8.21490996735,5609
MI,2020,4,6,3.70530831,2984,11.9438726885,2812,7.70234817064,5796
MI,2020,4,7,3.369387726,3005,13.8988435604,2966,8.59972870819,5971
MI,2020,4,8,5.494816009,2772,16.4827609657,2941,11.1513092906,5713
MI,2020,4,9,4.487563341,2762,12.4033477577,2542,8.28128958293,5304
MI,2020,4,10,5.476363301,2791,17.8633427762,2824,11.7062528892,5615
MI,2020,4,11,3.022949929,2756,11.5951530993,2678,7.2475285249,5434
MI,2020,4,12,2.50640441,2720,12.5749962825,2690,7.51278373294,5410
MI,2020,4,13,4.358812452,2863,13.5418457694,2801,8.90006886477,5664
MI,2020,4,14,4.759525524,3077,10.8471266407,2819,7.67013399548,5896
MI,2020,4,15,3.95546091,3135,15.8232945249,3178,9.92979565228,6313
MI,2020,4,16,3.804040375,3022,16.9088396842,2913,10.2361010974,5935
MI,2020,4,17,4.069176409,2817,16.517777403,2965,10.45279833,5782
MI,2020,4,18,2.938675252,2559,15.7136356649,2602,9.37937414646,5161
MI,2020,4,19,5.115776805,2581,12.9314515496,2549,8.99923780384,5130
MI,2020,4,20,5.16652074,2650,12.1433399366,2524,8.56997873232,5174
MI,2020,4,21,3.45005933,2698,11.0520488941,2577,7.16386541656,5275
MI,2020,4,22,5.108920328,2862,14.4019280682,2697,9.61750854088,5559
MI,2020,4,23,4.247162727,3024,16.4516750757,2973,10.2975237763,5997
MI,2020,4,24,4.84151841,2766,13.2659831756,2853,9.11896955367,5619
MI,2020,4,25,4.521382269,2561,15.8095091547,2567,10.1720495302,5128
MI,2020,4,26,5.558873072,2458,14.5528280814,2507,10.1002316236,4965
MI,2020,4,27,4.875136735,2414,17.1464571911,2371,10.9556593685,4785
MI,2020,4,28,3.32591123,2502,16.329369483,2379,9.66379838096,4881
MI,2020,4,29,4.509064269,2661,14.0947660587,2522,9.17337835613,5183
MI,2020,4,30,5.116558139,2641,15.7550912477,2685,10.4797690659,5326
MI,2020,5,1,6.056648353,2366,20.3116413486,2699,13.6527443244,5065
MI,2020,5,2,5.469960407,2271,18.4966149068,2254,11.9588176982,4525
MI,2020,5,3,6.344243349,2293,15.5406588643,2307,10.956445652,4600
MI,2020,5,4,5.923537449,2482,15.8570229338,2311,10.7130815665,4793
MI,2020,5,5,7.11645316,2467,16.3625214548,2447,11.7206715396,4914
MI,2020,5,6,6.956088606,2439,21.6291190174,2361,14.1733854396,4800
MI,2020,5,7,4.420073134,2462,18.2053739496,2380,11.195995468,4842
MI,2020,5,8,5.474205949,2418,18.198043045,2509,11.9536269504,4927
MI,2020,5,9,6.31551925,2234,17.1716264237,2195,11.6957755711,4429
MI,2020,5,10,7.311157993,2228,19.8063415711,2266,13.611577661,4494
MI,2020,5,11,5.623661041,2319,15.7040561896,2278,10.6189057981,4597
MI,2020,5,12,4.830798147,2368,15.9929576271,2360,10.4024344357,4728
MI,2020,5,13,5.215882107,2188,22.8217375,2400,14.4255710658,4588
MI,2020,5,14,5.809986618,2242,14.6541904762,2100,10.0874689078,4342
MI,2020,5,15,6.144926174,2302,22.5845410433,2473,14.6590973932,4775
MI,2020,5,16,6.274498845,2185,22.3220789832,2203,14.3312032763,4388
MI,2020,5,17,8.950226636,2207,14.3351184622,2237,11.6608483766,4444
MI,2020,5,18,7.869096725,2347,17.4858567775,2346,12.6764521657,4693
MI,2020,5,19,7.986129255,2413,15.94480121,2314,11.8821239459,4727
MI,2020,5,20,6.914275679,2423,21.9643279352,2470,14.5115838893,4893
MI,2020,5,21,10.26086979,2380,25.6314213625,2378,17.9429151114,4758
MI,2020,5,22,8.264951987,2189,23.5848219522,2387,16.2563264641,4576
MI,2020,5,23,10.03375978,2040,19.5600708885,2116,14.8840182751,4156
MI,2020,5,24,9.049512527,2072,22.0363339552,2144,15.6538164032,4216
MI,2020,5,25,10.00240175,2140,17.4111600928,2155,13.7197182177,4295
MI,2020,5,26,7.411591463,2281,20.9599955536,2249,14.1379404254,4530
MI,2020,5,27,5.960493193,2352,19.2756748599,2319,12.5710490237,4671
MI,2020,5,28,6.822530948,2505,17.4620879121,2457,12.0908484532,4962
MI,2020,5,29,11.63971704,2438,19.8310670262,2596,15.8639412284,5034
MI,2020,5,30,7.636392955,2387,17.4462106588,2383,12.5371886758,4770
MI,2020,5,31,10.13729637,2419,18.9316860232,2497,14.6042595441,4916
MI,2020,6,1,9.619495395,2477,22.2490330189,2544,16.0185282002,5021
MI,2020,6,2,7.773606351,2515,19.1638063505,2551,13.50917686,5066
MI,2020,6,3,7.18164636,2381,19.9301288764,2483,13.6895579735,4864
MI,2020,6,4,8.773901358,2312,19.0618501465,2389,14.0021314486,4701
MI,2020,6,5,7.090757248,2060,25.3508029838,2279,16.6815948216,4339
MI,2020,6,6,7.808349387,1975,23.0734394597,2073,15.6256744168,4048
MI,2020,6,7,9.266323346,1942,18.7867047146,2015,14.1143315486,3957
MI,2020,6,8,9.091793614,2035,18.8698943662,1988,13.9237260762,4023
MI,2020,6,9,10.26485498,2173,20.9519293219,2094,15.5094609495,4267
MI,2020,6,10,9.251753815,2218,18.6690288248,2255,13.9993404788,4473
MI,2020,6,11,9.741471866,2079,21.3454056477,2231,15.7480556866,4310
MI,2020,6,12,8.474279029,1914,24.9401714846,2041,16.9715954644,3955
MI,2020,6,13,9.150502296,1931,22.4312107161,1941,15.8080061812,3872
MI,2020,6,14,11.54073304,1978,21.7313316708,2005,16.6705724211,3983
MI,2020,6,15,7.618791439,2168,25.3072334559,2176,16.4793001473,4344
MI,2020,6,16,10.40688654,2213,19.5306766917,2128,14.8794563264,4341
MI,2020,6,17,9.451841489,2259,22.7885701316,2203,16.0365149986,4462
MI,2020,6,18,10.76877791,2234,25.4663875493,2281,18.194081916,4515
MI,2020,6,19,10.9172774,2123,31.4227101968,2236,21.4357788301,4359
MI,2020,6,20,10.05164593,2096,29.9612665037,2045,19.8838541099,4141
MI,2020,6,21,11.941607,2122,25.0109901455,2131,18.4901269819,4253
MI,2020,6,22,10.72849194,2228,26.3531180297,2152,18.4052488681,4380
MI,2020,6,23,9.14193239,2189,23.1202595078,2235,16.2037680836,4424
MI,2020,6,24,9.237557533,2174,25.7365382809,2129,17.4007762205,4303
MI,2020,6,25,12.35801716,2214,23.3887958608,2126,17.7615737309,4340
MI,2020,6,26,13.02937681,2102,28.506472937,2254,21.0379568537,4356
MI,2020,6,27,12.91552654,1994,23.2805227493,2066,18.189931015,4060
MI,2020,6,28,13.08794511,2078,30.5695558809,2049,21.7673297646,4127
MI,2020,6,29,11.20831766,2235,20.9662427488,2241,16.0938203687,4476
MI,2020,6,30,10.36140703,2189,26.9473606272,2296,18.8522318815,4485
MI,2020,7,1,11.18908154,2232,28.8450358196,2373,20.2873615629,4605
MI,2020,7,2,15.47082546,2108,25.6221486854,2206,20.6617895386,4314
MI,2020,7,3,16.28549037,2080,29.6389882353,2125,23.033690837,4205
MI,2020,7,4,14.54327162,1999,25.8079485912,2023,20.209219286,4022
MI,2020,7,5,16.85497007,2004,23.4253865337,2005,20.1409977601,4009
MI,2020,7,6,12.12345607,2173,27.5883494253,2175,19.8594595308,4348
MI,2020,7,7,9.571288309,2282,22.151785552,2201,15.7478830964,4483
MI,2020,7,8,10.26516626,2346,26.0194716495,2328,18.1119833218,4674
MI,2020,7,9,10.63784534,2367,23.3358838278,2393,17.0215441008,4760
MI,2020,7,10,12.0335498,2217,27.32593361,2410,19.9986773085,4627
MI,2020,7,11,12.99343996,2032,23.7606426859,2085,18.4463468542,4117
MI,2020,7,12,11.6815894,2114,28.7077788416,2089,20.1440471072,4203
MI,2020,7,13,12.9618123,2334,21.2853063885,2301,17.0939287828,4635
MI,2020,7,14,8.959600326,2302,26.7845945946,2294,17.8565839753,4596
MI,2020,7,15,10.43729684,2338,23.7729982744,2318,17.0765055868,4656
MI,2020,7,16,12.93295761,2289,28.7882625483,2331,20.932679647,4620
MI,2020,7,17,14.83230796,2058,31.763336256,2281,23.7329015399,4339
MI,2020,7,18,12.2081366,1991,27.8689219512,2050,20.1528557215,4041
MI,2020,7,19,12.03284833,2096,24.3538093001,2129,18.2414461774,4225
MI,2020,7,20,8.44775995,2241,26.1733150183,2184,17.1963728922,4425
MI,2020,7,21,9.229160307,2263,24.8450313059,2236,16.9902377806,4499
MI,2020,7,22,10.3285163,2332,20.3619471366,2270,15.2776445049,4602
MI,2020,7,23,13.01209341,2355,22.3526340426,2350,17.6774006335,4705
MI,2020,7,24,13.51761573,2139,27.3825207877,2285,20.6788517284,4424
MI,2020,7,25,9.995450505,2031,25.3056083374,2063,17.7103639413,4094
MI,2020,7,26,14.24724554,2073,26.9936754643,2046,20.5786841477,4119
MI,2020,7,27,12.49232237,2196,23.3336082949,2170,17.8806848201,4366
MI,2020,7,28,13.30196452,2255,32.9271811785,2274,23.155738572,4529
MI,2020,7,29,10.48391436,2266,27.3375777486,2283,18.9422378412,4549
MI,2020,7,30,11.69035098,2308,25.3030217391,2300,18.4848698051,4608
MI,2020,7,31,14.79441476,2093,29.3155700043,2307,22.4081204756,4400
MN,2020,1,1,21.65546741,1412,26.2643154762,1680,24.1596280669,3092
MN,2020,1,2,25.43484276,1303,23.0032576351,1277,24.2313023707,2580
MN,2020,1,3,25.1331272,1375,25.1981113619,1329,25.1650665311,2704
MN,2020,1,4,19.45442315,1560,21.5009938314,1459,20.4434746982,3019
MN,2020,1,5,21.714454,1401,19.1086348315,1780,20.2563093537,3181
MN,2020,1,6,25.51481686,1312,28.0788984375,1280,26.7810299847,2592
MN,2020,1,7,17.92172317,1329,21.9791200597,1341,19.9595393606,2670
MN,2020,1,8,23.95442524,1322,19.1399672668,1222,21.6418200343,2544
MN,2020,1,9,24.1374301,1432,27.5955748373,1383,25.836404939,2815
MN,2020,1,10,19.99251587,1407,24.4597218155,1366,22.1930940603,2773
MN,2020,1,11,21.73037675,1407,18.8530418719,1624,20.1887100255,3031
MN,2020,1,12,26.32759792,1278,23.4370260747,1419,24.8067519992,2697
MN,2020,1,13,20.44335723,1388,23.9021567164,1340,22.1423276522,2728
MN,2020,1,14,10.41527035,1091,26.7607510431,1438,19.7093791822,2529
MN,2020,1,15,26.66374018,1024,15.7803472222,864,21.6832044197,1888
MN,2020,1,16,23.30506848,1387,26.5311136364,1320,24.8781677066,2707
MN,2020,1,17,18.11327261,1427,21.7516957105,1492,19.972994181,2919
MN,2020,1,18,19.23342031,1380,24.637057971,1380,21.9352391405,2760
MN,2020,1,19,27.38757068,1309,18.9183201581,1518,22.8398797383,2827
MN,2020,1,20,22.55346733,1318,23.0129883268,1285,22.7803149984,2603
MN,2020,1,21,13.82247238,1355,28.2601768607,1357,21.0466482577,2712
MN,2020,1,22,17.95716036,1384,25.9555391433,1354,21.912531022,2738
MN,2020,1,23,32.3603796,1449,27.2308595989,1396,29.8433989597,2845
MN,2020,1,24,22.55986315,1461,24.3677075099,1518,23.4810809205,2979
MN,2020,1,25,20.42500687,1444,20.1194656489,1441,20.2723951197,2885
MN,2020,1,26,35.26516781,1401,21.0234622583,1603,27.6654827236,3004
MN,2020,1,27,21.2853011,1328,44.6595511811,1270,32.7115126485,2598
MN,2020,1,28,18.75197901,1334,27.2612032885,1338,23.0129603291,2672
MN,2020,1,29,17.78610416,1345,25.348132033,1333,21.5501755397,2678
MN,2020,1,30,26.83762388,1372,30.7825948407,1318,28.7705129975,2690
MN,2020,1,31,24.30092903,1367,26.332342216,1426,25.338091652,2793
MN,2020,2,1,20.77571811,1504,32.3802090592,1435,26.4417421019,2939
MN,2020,2,2,18.77763967,894,19.3280548926,1676,19.1365874961,2570
MN,2020,2,3,37.12526803,765,18.6545107034,654,28.6123185644,1419
MN,2020,2,4,16.23931519,1285,21.2327175698,1218,18.6691849857,2503
MN,2020,2,5,18.00364244,1337,20.8077233042,1489,19.4810933978,2826
MN,2020,2,6,37.68590483,674,31.9700546022,1282,33.9396267154,1956
MN,2020,2,7,13.23727617,782,8.85911564626,588,11.3581824562,1370
MN,2020,2,8,19.37651768,1364,22.4158672377,1401,20.9165280707,2765
MN,2020,2,9,32.0985702,1238,20.5102690909,1375,26.0006314227,2613
MN,2020,2,10,21.39438232,1246,14.7021614802,1189,18.1265997416,2435
MN,2020,2,11,14.44962495,1173,26.144727133,1301,20.5997170842,2474
MN,2020,2,12,19.67704075,1230,23.595904936,1094,21.5218072816,2324
MN,2020,2,13,21.47345796,1498,28.032911032,1405,24.6481157506,2903
MN,2020,2,14,16.83875286,1363,26.4389421813,1522,21.9033934656,2885
MN,2020,2,15,17.72529744,1227,19.852496136,1294,18.8171638076,2521
MN,2020,2,16,26.78645964,1175,22.9891042345,1228,24.8459051506,2403
MN,2020,2,17,25.33873415,1264,18.0585915493,1278,21.67861525,2542
MN,2020,2,18,18.83084793,1368,24.3266614543,1279,21.4863619072,2647
MN,2020,2,19,21.00371538,1405,25.0945614035,1425,23.0635936781,2830
MN,2020,2,20,19.22514095,1420,32.377033046,1392,25.7356081611,2812
MN,2020,2,21,28.77194367,1348,26.5771103203,1405,27.6518053277,2753
MN,2020,2,22,20.0325357,1262,24.3072998873,1774,22.5303722179,3036
MN,2020,2,23,35.1891014,1191,20.8822525331,1283,27.7696644169,2474
MN,2020,2,24,21.45955668,1263,30.3564117168,1229,25.8472913671,2492
MN,2020,2,25,19.13499997,1348,24.6908090379,1372,21.9374154263,2720
MN,2020,2,26,22.48438146,1358,25.7127449568,1388,24.1161981146,2746
MN,2020,2,27,21.11615701,1439,24.1063446287,1387,22.5837402468,2826
MN,2020,2,28,28.65936853,1394,23.4712491373,1449,26.0151247734,2843
MN,2020,2,29,29.39938966,1294,29.646831037,1379,29.5270446016,2673
MN,2020,3,1,32.09760961,1255,33.2735885167,1254,32.6853647113,2509
MN,2020,3,2,23.34625183,1414,26.040309119,1294,24.6335893972,2708
MN,2020,3,3,18.64691622,1469,20.7667553191,1504,19.7193137999,2973
MN,2020,3,4,23.23666195,1420,17.861656051,1413,20.5557994949,2833
MN,2020,3,5,24.01601131,1409,21.1252924595,1419,22.5655409957,2828
MN,2020,3,6,29.11539779,1408,26.4750351617,1422,27.7886855436,2830
MN,2020,3,7,21.45530301,1320,24.4678079179,1364,22.9862481271,2684
MN,2020,3,8,28.07075087,1172,19.0057753165,1264,23.3670853939,2436
MN,2020,3,9,18.04646681,1285,23.1547147651,1192,20.5046951356,2477
MN,2020,3,10,18.61497615,1467,21.0918998527,1358,19.8056531016,2825
MN,2020,3,11,19.29865344,1656,22.3282072473,1573,20.7744936812,3229
MN,2020,3,12,21.84261124,1708,26.2976276102,1724,24.0805040786,3432
MN,2020,3,13,20.49240774,1520,22.7778100423,1653,21.6830065442,3173
MN,2020,3,14,16.33686208,1552,21.6953536068,1414,18.8914497465,2966
MN,2020,3,15,11.8406557,1647,18.255752322,1615,15.0167381784,3262
MN,2020,3,16,15.64877142,1758,16.4951692484,1743,16.0701571426,3501
MN,2020,3,17,10.53177437,1781,14.9754973822,1719,12.7142771866,3500
MN,2020,3,18,6.869786526,1780,14.1524349882,1692,10.4188191291,3472
MN,2020,3,19,7.952558998,1864,15.7517574692,1707,11.6807112776,3571
MN,2020,3,20,10.41692913,1765,13.3585926333,1819,11.9099218511,3584
MN,2020,3,21,8.694619548,1643,16.8341498216,1682,12.8121202759,3325
MN,2020,3,22,6.811096528,1596,13.0455597484,1590,9.92245764554,3186
MN,2020,3,23,6.250271438,1695,10.3449618806,1574,8.22183545042,3269
MN,2020,3,24,7.1423455,1748,11.5116392444,1641,9.25801709472,3389
MN,2020,3,25,6.049086774,1763,11.0988998836,1718,8.54135305446,3481
MN,2020,3,26,8.125830064,1777,12.6957923497,1647,10.3240566658,3424
MN,2020,3,27,5.815771772,1639,14.394040404,1683,10.1617158141,3322
MN,2020,3,28,4.763182145,1587,10.9742801047,1528,7.80991013294,3115
MN,2020,3,29,6.450648025,1543,12.1739427456,1537,9.30672074759,3080
MN,2020,3,30,7.482968863,1573,10.0128098637,1541,8.73489082258,3114
MN,2020,3,31,8.249656865,1603,12.6575699659,1465,10.3544784728,3068
MN,2020,4,1,5.345636934,1680,12.0747710396,1616,8.64487258772,3296
MN,2020,4,2,6.453453388,1610,11.5780871828,1537,8.95633300117,3147
MN,2020,4,3,6.575756588,1520,17.6463492063,1575,12.2094184212,3095
MN,2020,4,4,4.847240416,1464,10.2651403743,1496,7.58547634089,2960
MN,2020,4,5,5.380742295,1428,8.7018938307,1394,7.02131112589,2822
MN,2020,4,6,5.269390223,1476,12.9756509091,1375,8.9860189299,2851
MN,2020,4,7,6.342263546,1586,10.0335124244,1489,8.12966828747,3075
MN,2020,4,8,4.189362546,1459,13.7729415627,1523,9.08399394856,2982
MN,2020,4,9,10.52653985,1419,13.4422627183,1317,11.9300511868,2736
MN,2020,4,10,7.183922743,1397,10.5923164647,1403,8.89177145428,2800
MN,2020,4,11,3.565727646,1388,7.83427944404,1367,5.6837350173,2755
MN,2020,4,12,6.538135413,1373,11.0820527859,1364,8.80262328171,2737
MN,2020,4,13,6.29087199,1445,9.45188104089,1345,7.81472760772,2790
MN,2020,4,14,3.879851837,1485,10.7349546142,1322,7.10836835695,2807
MN,2020,4,15,6.650473939,1498,9.01902188782,1462,7.82034458129,2960
MN,2020,4,16,6.071783138,1531,7.35074895978,1442,6.69212242996,2973
MN,2020,4,17,4.747212349,1460,9.03760152284,1576,6.97437089247,3036
MN,2020,4,18,3.524156327,1369,7.94914221219,1329,5.70384729861,2698
MN,2020,4,19,5.024916395,1316,9.76823170732,1312,7.39296422215,2628
MN,2020,4,20,4.672067265,1427,10.1141666667,1344,7.31161313142,2771
MN,2020,4,21,6.035665293,1428,15.8497525473,1374,10.8481406276,2802
MN,2020,4,22,8.033958307,1488,12.4607326007,1365,10.1519207714,2853
MN,2020,4,23,8.189728633,1548,13.9055271565,1565,11.0632347973,3113
MN,2020,4,24,7.063048042,1414,10.6107429719,1494,8.88569461189,2908
MN,2020,4,25,6.354653043,1225,9.69058167331,1255,8.04279434584,2480
MN,2020,4,26,4.488995815,1185,15.3303037975,1185,9.90964980623,2370
MN,2020,4,27,7.140715402,1286,8.91698675497,1208,8.00107458179,2494
MN,2020,4,28,4.486975081,1286,19.847393745,1247,12.0489340522,2533
MN,2020,4,29,3.646805636,1343,13.7770031546,1268,8.56641132484,2611
MN,2020,4,30,10.85682475,1455,16.1744716692,1306,13.3721622641,2761
MN,2020,5,1,9.813493944,1328,19.5003194263,1534,15.0055240942,2862
MN,2020,5,2,5.106855922,1180,15.8715821152,1163,10.4501664481,2343
MN,2020,5,3,5.048542866,1249,9.33350515464,1164,7.11555326964,2413
MN,2020,5,4,7.482688748,1298,9.66478998384,1238,8.5479258655,2536
MN,2020,5,5,6.074744774,1332,16.7060183767,1306,11.337990917,2638
MN,2020,5,6,6.738999978,1330,9.89116043614,1284,8.28734505384,2614
MN,2020,5,7,5.548788301,1337,14.2788623707,1257,9.77920584365,2594
MN,2020,5,8,5.439786857,1267,13.8972209026,1263,9.66181816119,2530
MN,2020,5,9,7.360929989,1215,14.6371808055,1167,10.9257430464,2382
MN,2020,5,10,7.649257063,1171,14.2480340426,1175,10.9542711086,2346
MN,2020,5,11,7.875464667,1259,8.30278015398,1169,8.0812026424,2428
MN,2020,5,12,5.038359284,1286,13.2530884676,1266,9.11353449813,2552
MN,2020,5,13,3.596552894,1201,8.90714068441,1315,6.37215819781,2516
MN,2020,5,14,4.997598679,1216,9.87807726076,1139,7.35805095272,2355
MN,2020,5,15,8.109991778,1207,13.904768,1250,11.058087129,2457
MN,2020,5,16,6.479934289,1217,13.5797270471,1209,10.018124497,2426
MN,2020,5,17,5.201071167,1195,14.9412876254,1196,10.0732162462,2391
MN,2020,5,18,5.850282912,1202,9.4693639576,1132,7.60555272503,2334
MN,2020,5,19,4.78504451,1235,12.5795733788,1172,8.58030326957,2407
MN,2020,5,20,7.336858716,1267,13.2422179586,1303,10.33089883,2570
MN,2020,5,21,7.256901597,1220,10.5251300236,1269,8.92318599773,2489
MN,2020,5,22,8.853924853,1144,14.5466176471,1224,11.7964316013,2368
MN,2020,5,23,8.494123882,1130,14.8828243601,1133,11.6927087877,2263
MN,2020,5,24,9.845535733,1129,16.4273721973,1115,13.1159223897,2244
MN,2020,5,25,15.47214465,1189,14.0681330869,1082,14.8032144381,2271
MN,2020,5,26,21.05141047,1418,17.2002795699,1395,19.1415890674,2813
MN,2020,5,27,16.31946969,1584,34.4478888107,1421,24.8920099797,3005
MN,2020,5,28,23.20822997,2113,51.046828322,2062,36.9574969884,4175
MN,2020,5,29,25.17142731,2179,63.4696116108,2446,45.4259913748,4625
MN,2020,5,30,13.92788495,2000,32.9610340314,2292,24.0919058481,4292
MN,2020,5,31,18.24332391,1778,25.1983039216,2040,21.9594473316,3818
MN,2020,6,1,20.39499999,1682,35.2960334873,1732,27.9546338556,3414
MN,2020,6,2,12.13251114,1549,26.4091529555,1641,19.4767021178,3190
MN,2020,6,3,15.54051721,1431,22.7163552632,1520,19.2366452482,2951
MN,2020,6,4,10.74474874,1373,32.5376174033,1448,21.930879128,2821
MN,2020,6,5,15.24178164,1246,17.859566787,1385,16.6198251324,2631
MN,2020,6,6,14.87087181,1193,23.7267871816,1217,19.34292534,2410
MN,2020,6,7,13.63569076,1158,28.8440067058,1193,21.3530539771,2351
